PRISM Time Series Data
Location:  Lat: 35.3667   Lon: -101.3947   Elev: 3458ft
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 2008-01-01 - 2020-12-31
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2021-Jul-18
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
2017-07-25,0.00,65.5,79.5,93.6,64.9,0.97,34.02
2017-07-26,0.00,67.8,83.3,98.7,61.4,1.29,45.71
2017-07-27,0.01,71.2,85.5,99.9,61.0,6.04,47.80
2017-07-28,0.00,70.6,81.1,91.6,65.6,2.64,29.41
2017-07-29,0.22,70.6,83.5,96.4,65.4,2.02,40.49
2017-07-30,0.86,64.5,78.0,91.4,66.1,0.70,27.04
2017-07-31,0.00,65.7,75.0,84.3,65.0,0.74,17.76
2017-08-01,0.01,65.8,75.7,85.5,65.9,0.47,22.10
2017-08-02,0.00,60.0,72.7,85.4,63.4,0.13,24.83
2017-08-03,0.00,61.1,73.3,85.6,59.4,0.15,27.46
2017-08-04,0.12,58.8,73.6,88.4,61.2,0.68,29.09
2017-08-05,0.00,59.0,73.4,87.8,60.6,1.70,27.24
2017-08-06,0.30,65.0,80.5,96.0,62.2,1.38,40.59
2017-08-07,0.00,65.5,71.7,78.0,65.4,0.85,11.78
2017-08-08,0.21,59.5,66.3,73.0,63.6,0.29,5.62
2017-08-09,0.45,61.0,70.2,79.4,62.0,0.47,15.43
2017-08-10,0.13,64.6,75.8,86.9,64.0,1.14,24.01
2017-08-11,0.21,63.9,78.0,92.0,64.7,0.54,30.15
2017-08-12,1.16,64.0,72.7,81.4,65.5,0.29,13.70
2017-08-13,0.10,64.7,71.6,78.5,65.8,0.29,10.47
2017-08-14,1.56,58.3,70.6,82.9,65.4,0.16,13.17
2017-08-15,0.28,58.8,72.7,86.7,64.8,0.20,20.78
2017-08-16,0.00,64.2,75.1,86.0,66.1,0.56,19.73
2017-08-17,0.00,59.7,72.9,86.0,61.3,0.69,25.86
2017-08-18,0.00,60.7,74.8,89.0,63.6,1.03,26.54
2017-08-19,0.04,63.2,75.7,88.2,65.5,0.70,23.06
2017-08-20,0.00,64.8,78.2,91.7,64.3,1.19,31.88
2017-08-21,0.13,65.8,78.3,90.8,63.5,0.73,30.47
2017-08-22,0.27,63.6,74.0,84.4,65.1,0.61,19.22
2017-08-23,0.50,63.1,72.4,81.7,66.4,0.39,13.70
2017-08-24,0.00,65.1,73.2,81.2,65.3,0.19,15.55
2017-08-25,0.00,64.7,73.0,81.4,64.3,0.29,17.21
2017-08-26,0.00,64.0,73.2,82.4,65.4,0.31,17.51
2017-08-27,0.00,60.2,72.0,83.7,64.2,0.18,19.27
2017-08-28,0.01,59.6,72.4,85.2,62.7,0.15,21.74
2017-08-29,0.00,55.0,68.7,82.5,57.1,0.84,23.26
2017-08-30,0.00,55.0,69.3,83.6,54.1,1.00,26.08
2017-08-31,0.00,51.6,67.5,83.3,53.4,0.43,26.06
2017-09-01,0.00,52.6,68.2,83.7,55.2,0.70,26.50
2017-09-02,0.00,56.4,71.5,86.7,57.9,0.86,27.34
2017-09-03,0.00,56.9,72.1,87.3,58.8,0.64,27.85
2017-09-04,0.00,58.0,73.6,89.3,57.2,1.02,31.76
2017-09-05,0.00,57.1,75.3,93.4,56.1,1.58,40.48
2017-09-06,0.00,49.5,62.3,75.1,45.2,2.07,19.90
2017-09-07,0.00,50.5,64.0,77.5,45.3,2.49,21.23
2017-09-08,0.00,54.4,69.5,84.6,47.5,4.73,27.97
2017-09-09,0.00,53.9,69.4,85.0,46.8,3.06,29.72
2017-09-10,0.00,53.8,68.7,83.5,50.4,2.25,25.93
2017-09-11,0.00,51.9,67.9,84.0,51.1,1.62,26.06
2017-09-12,0.00,51.7,70.5,89.3,52.2,1.43,33.65
2017-09-13,0.00,54.1,72.5,90.9,53.1,1.71,35.38
2017-09-14,0.00,54.8,73.2,91.7,52.1,2.01,37.09
2017-09-15,0.00,56.7,75.8,95.0,52.5,3.32,43.55
2017-09-16,0.09,61.3,76.9,92.6,55.4,3.19,38.37
2017-09-17,0.10,61.9,77.0,92.0,55.6,2.71,38.55
2017-09-18,0.15,60.8,70.7,80.6,60.6,0.47,16.88
2017-09-19,0.00,60.8,73.2,85.6,62.7,0.49,21.83
2017-09-20,0.00,59.0,76.4,93.9,48.3,4.51,45.23
2017-09-21,0.00,54.0,68.6,83.3,45.3,2.63,27.99
2017-09-22,0.00,56.2,75.8,95.4,54.6,2.03,45.30
2017-09-23,0.00,65.8,77.6,89.4,61.9,2.29,29.18
2017-09-24,0.28,63.8,73.8,83.7,62.0,0.76,20.55
2017-09-25,0.82,64.3,71.0,77.7,65.4,0.54,11.04
2017-09-26,0.51,52.8,61.5,70.3,59.4,0.04,7.35
2017-09-27,0.00,52.6,56.7,60.8,53.3,0.11,3.84
2017-09-28,0.04,52.8,57.2,61.7,54.8,0.29,3.45
2017-09-29,0.46,51.3,55.1,58.8,51.9,0.11,4.00
2017-09-30,0.01,51.7,58.7,65.7,53.7,0.27,8.09
2017-10-01,0.00,58.0,62.1,66.3,59.7,0.46,3.97
2017-10-02,0.00,61.6,67.9,74.2,62.2,0.56,9.58
2017-10-03,0.00,64.9,74.1,83.4,64.4,1.47,16.94
2017-10-04,0.26,63.5,67.6,71.8,65.4,0.15,4.92
2017-10-05,0.65,64.3,70.2,76.0,66.9,0.09,9.05
2017-10-06,1.47,62.6,65.9,69.2,63.9,0.24,3.16
2017-10-07,0.50,46.6,64.8,82.9,59.0,0.67,15.67
2017-10-08,0.00,45.8,62.2,78.6,43.5,1.04,25.94
2017-10-09,0.00,47.4,65.8,84.2,44.3,1.35,31.66
2017-10-10,0.06,36.7,46.3,55.9,37.9,0.67,6.84
2017-10-11,0.00,34.8,47.6,60.4,35.2,0.38,11.14
2017-10-12,0.00,35.3,54.4,73.4,45.9,0.35,16.45
2017-10-13,0.00,53.8,69.7,85.6,55.0,1.37,28.24
2017-10-14,0.26,58.0,72.3,86.6,59.2,1.03,28.54
2017-10-15,0.00,40.4,62.5,84.6,50.2,1.19,23.16
2017-10-16,0.00,35.7,49.8,63.9,33.6,0.63,14.46
2017-10-17,0.00,34.8,53.1,71.5,35.6,0.60,19.30
2017-10-18,0.00,40.5,62.0,83.5,41.0,1.15,30.79
2017-10-19,0.00,45.5,64.1,82.7,45.2,1.52,28.42
2017-10-20,0.00,48.3,62.3,76.3,48.7,1.93,18.84
2017-10-21,0.00,56.2,68.1,80.1,54.8,0.85,21.64
2017-10-22,0.00,34.1,55.6,77.1,39.8,0.50,21.92
2017-10-23,0.00,31.5,50.0,68.5,32.3,0.40,17.99
2017-10-24,0.00,39.5,54.1,68.7,33.2,2.42,15.83
2017-10-25,0.00,36.4,49.8,63.3,26.4,1.69,15.45
2017-10-26,0.00,43.1,61.1,79.2,33.1,3.51,27.77
2017-10-27,0.00,34.7,54.4,74.1,29.5,1.45,22.70
2017-10-28,0.00,29.3,39.4,49.5,11.2,2.11,9.96
2017-10-29,0.00,31.0,44.6,58.3,19.9,2.50,12.81
2017-10-30,0.00,37.8,57.0,76.2,32.6,1.74,24.30
2017-10-31,0.00,34.0,43.6,53.2,26.3,1.79,8.37
2017-11-01,0.00,34.1,45.3,56.6,31.3,1.55,9.19
2017-11-02,0.00,43.3,61.3,79.3,32.5,2.05,28.16
2017-11-03,0.00,40.8,54.6,68.5,38.1,0.75,17.62
2017-11-04,0.00,45.6,58.4,71.2,40.9,1.00,17.30
2017-11-05,0.00,47.3,64.3,81.3,36.8,3.29,29.85
2017-11-06,0.00,37.7,57.2,76.6,40.0,0.15,22.92
2017-11-07,0.00,34.6,47.0,59.5,38.0,0.11,8.21
2017-11-08,0.01,28.6,37.5,46.4,23.2,0.35,6.20
2017-11-09,0.01,25.0,36.9,48.8,27.2,0.19,6.03
2017-11-10,0.00,25.9,44.0,62.1,34.2,0.10,12.16
2017-11-11,0.00,36.5,48.6,60.6,44.8,0.07,7.91
2017-11-12,0.00,43.4,59.2,75.0,43.9,0.25,21.69
2017-11-13,0.00,43.1,44.7,46.4,43.8,0.01,1.01
2017-11-14,0.00,44.8,55.2,65.6,48.4,0.07,9.13
2017-11-15,0.00,48.3,65.0,81.7,41.3,0.34,29.27
2017-11-16,0.00,37.3,48.7,60.2,29.5,1.74,12.49
2017-11-17,0.00,36.1,53.8,71.6,39.3,1.36,17.14
2017-11-18,0.00,44.5,64.4,84.3,32.6,3.32,34.43
2017-11-19,0.00,22.7,37.8,52.9,17.2,1.19,10.68
2017-11-20,0.00,22.8,41.4,59.9,16.3,1.22,14.35
2017-11-21,0.00,29.6,47.6,65.6,19.6,1.85,17.76
2017-11-22,0.00,23.0,44.0,65.0,23.5,0.50,15.70
2017-11-23,0.00,25.5,43.6,61.7,28.2,0.63,13.16
2017-11-24,0.00,40.9,57.3,73.6,35.3,2.92,19.85
2017-11-25,0.00,43.2,60.8,78.4,32.9,2.78,27.46
2017-11-26,0.00,32.6,48.1,63.5,31.8,1.10,13.23
2017-11-27,0.00,31.0,51.0,71.0,34.2,0.87,18.27
2017-11-28,0.00,38.4,60.2,82.0,36.4,1.31,31.01
2017-11-29,0.00,26.9,40.4,53.8,24.5,0.97,9.93
2017-11-30,0.00,25.5,43.7,61.9,25.5,0.79,13.63
2017-12-01,0.00,32.9,43.8,54.7,24.7,1.39,10.35
2017-12-02,0.00,33.8,53.3,72.8,31.8,1.44,21.53
2017-12-03,0.00,32.7,50.1,67.6,31.4,1.33,16.82
2017-12-04,0.00,42.5,60.0,77.5,38.6,2.21,25.68
2017-12-05,0.00,30.3,48.6,66.8,21.7,2.90,18.18
2017-12-06,0.00,18.4,30.1,41.7,12.2,0.80,6.45
2017-12-07,0.00,17.5,32.5,47.4,12.7,0.70,8.57
2017-12-08,0.00,14.4,26.3,38.3,10.3,0.56,5.26
2017-12-09,0.00,23.7,38.0,52.3,16.1,1.57,10.11
2017-12-10,0.00,24.3,41.5,58.7,11.1,2.09,14.18
2017-12-11,0.00,26.0,47.4,68.8,9.8,2.35,22.04
2017-12-12,0.00,21.5,42.4,63.3,11.5,1.41,17.27
2017-12-13,0.00,20.9,41.4,61.8,12.3,1.23,16.08
2017-12-14,0.00,28.3,45.8,63.3,14.6,2.39,16.75
2017-12-15,0.00,19.7,32.7,45.8,23.2,0.26,5.68
2017-12-16,0.00,21.4,38.2,55.0,21.9,0.35,10.84
2017-12-17,0.00,30.0,43.9,57.7,26.3,0.12,12.43
2017-12-18,0.00,25.2,37.0,48.9,25.1,0.43,6.53
2017-12-19,0.00,28.7,48.1,67.5,30.8,0.98,17.12
2017-12-20,0.00,22.9,42.6,62.2,26.8,0.34,13.88
2017-12-21,0.00,23.8,44.0,64.3,23.5,0.43,16.17
2017-12-22,0.00,20.5,37.7,54.8,21.0,0.81,10.49
2017-12-23,0.00,12.4,22.4,32.4,14.0,0.33,3.43
2017-12-24,0.00,12.9,35.1,57.3,19.5,0.28,13.14
2017-12-25,0.00,21.0,27.3,33.7,9.7,0.81,4.54
2017-12-26,0.00,14.8,31.6,48.4,18.2,0.34,6.88
2017-12-27,0.00,10.7,13.7,16.7,9.7,0.21,0.77
2017-12-28,0.00,12.2,18.3,24.4,18.3,0.13,0.57
2017-12-29,0.00,18.7,35.2,51.7,23.1,0.13,8.41
2017-12-30,0.00,15.2,41.9,68.6,22.5,0.10,20.46
2017-12-31,0.00,11.9,17.4,22.9,16.2,0.15,0.60
2018-01-01,0.00,4.6,11.0,17.4,3.3,0.25,1.30
2018-01-02,0.00,1.9,11.7,21.4,-2.5,0.44,2.34
2018-01-03,0.00,-1.1,14.7,30.5,4.0,0.27,3.65
2018-01-04,0.00,15.9,33.5,51.2,9.5,1.14,10.09
2018-01-05,0.00,16.9,34.2,51.5,11.2,0.96,10.43
2018-01-06,0.00,17.1,37.8,58.4,10.8,1.02,14.28
2018-01-07,0.00,21.1,38.8,56.5,24.2,1.22,11.24
2018-01-08,0.00,25.7,40.7,55.8,25.9,0.94,9.26
2018-01-09,0.00,23.9,42.8,61.8,25.5,0.72,13.77
2018-01-10,0.00,41.0,58.5,76.0,28.3,3.81,25.63
2018-01-11,0.00,26.4,49.6,72.8,30.6,0.48,21.82
2018-01-12,0.00,12.6,27.1,41.6,14.1,0.46,5.82
2018-01-13,0.00,11.6,30.1,48.6,10.3,0.49,8.61
2018-01-14,0.00,11.2,29.8,48.4,9.4,0.58,8.66
2018-01-15,0.00,17.3,37.4,57.6,19.3,1.05,11.76
2018-01-16,0.00,3.3,18.1,33.0,6.7,0.25,3.19
2018-01-17,0.00,2.6,15.0,27.3,-5.8,0.56,3.63
2018-01-18,0.00,6.5,26.1,45.7,4.2,0.76,7.92
2018-01-19,0.00,16.0,36.7,57.4,10.8,1.16,13.34
2018-01-20,0.00,24.7,47.3,70.0,14.3,1.92,21.93
2018-01-21,0.00,31.0,55.2,79.3,17.1,2.77,30.53
2018-01-22,0.00,28.6,41.8,55.1,19.2,1.97,11.91
2018-01-23,0.00,14.7,32.2,49.6,5.7,1.20,10.28
2018-01-24,0.00,14.3,32.6,51.0,7.7,1.09,10.52
2018-01-25,0.00,15.9,38.4,61.0,7.5,1.03,16.33
2018-01-26,0.00,26.3,43.1,60.0,18.5,1.10,15.09
2018-01-27,0.00,21.2,43.8,66.3,21.4,0.58,19.52
2018-01-28,0.00,18.4,36.7,54.9,9.4,0.54,12.58
2018-01-29,0.00,16.2,37.8,59.5,11.1,1.03,15.02
2018-01-30,0.00,18.0,38.0,57.9,17.9,0.72,12.71
2018-01-31,0.00,27.1,50.0,72.9,16.0,2.22,24.25
2018-02-01,0.00,28.6,46.0,63.4,21.9,1.18,15.21
2018-02-02,0.00,26.9,37.0,47.0,19.0,1.27,7.27
2018-02-03,0.00,24.1,37.4,50.8,17.1,1.48,9.25
2018-02-04,0.00,24.9,44.8,64.8,21.6,1.25,16.16
2018-02-05,0.00,9.6,29.8,50.1,13.5,0.50,7.15
2018-02-06,0.00,14.7,41.3,67.9,20.4,0.33,18.88
2018-02-07,0.00,13.3,22.8,32.2,15.6,0.31,2.33
2018-02-08,0.00,12.9,33.3,53.7,18.0,0.30,10.16
2018-02-09,0.00,26.8,47.1,67.4,21.6,1.63,18.58
2018-02-10,0.00,14.2,31.6,49.1,16.5,0.50,8.23
2018-02-11,0.00,12.5,18.1,23.8,9.6,0.40,1.70
2018-02-12,0.00,12.7,29.1,45.5,5.4,0.77,8.48
2018-02-13,0.00,12.2,27.8,43.4,8.4,0.58,7.75
2018-02-14,0.00,18.0,38.7,59.4,27.2,0.59,12.11
2018-02-15,0.00,37.1,57.4,77.7,27.0,1.90,28.54
2018-02-16,0.00,33.1,52.8,72.6,36.4,1.50,18.31
2018-02-17,0.02,29.5,35.5,41.6,27.5,0.47,4.87
2018-02-18,0.00,31.0,44.4,57.7,21.5,0.36,13.42
2018-02-19,0.00,32.4,53.1,73.9,38.1,1.48,21.23
2018-02-20,0.00,27.9,50.3,72.8,37.8,0.97,20.65
2018-02-21,0.00,15.1,27.5,39.9,10.2,0.28,5.47
2018-02-22,0.00,15.1,22.0,28.9,8.2,0.41,3.56
2018-02-23,0.00,22.6,34.9,47.2,26.6,0.25,5.59
2018-02-24,0.00,27.2,43.0,58.8,31.8,0.13,12.12
2018-02-25,0.00,22.0,38.7,55.4,10.8,0.13,13.34
2018-02-26,0.00,18.9,39.0,59.1,6.6,1.62,15.01
2018-02-27,0.00,19.0,41.3,63.7,10.5,1.50,17.87
2018-02-28,0.00,31.6,50.4,69.2,31.0,2.08,18.43
2018-03-01,0.00,26.0,48.6,71.3,23.2,0.95,23.40
2018-03-02,0.00,25.2,42.7,60.2,16.2,1.03,14.92
2018-03-03,0.00,26.3,47.4,68.5,27.7,1.06,18.55
2018-03-04,0.00,38.0,57.9,77.9,43.2,0.47,26.89
2018-03-05,0.00,37.3,57.9,78.5,23.5,0.77,30.26
2018-03-06,0.00,24.6,40.1,55.6,-2.8,2.75,13.92
2018-03-07,0.00,18.6,36.6,54.6,2.1,1.71,12.82
2018-03-08,0.00,19.9,39.3,58.6,7.6,1.80,14.59
2018-03-09,0.00,28.4,50.5,72.6,17.9,2.67,24.12
2018-03-10,0.00,31.2,51.6,72.1,14.4,2.70,24.00
2018-03-11,0.00,35.1,55.3,75.5,18.0,3.07,27.15
2018-03-12,0.00,22.0,38.3,54.6,15.2,1.12,12.43
2018-03-13,0.00,21.5,40.7,60.0,19.7,1.08,14.08
2018-03-14,0.00,29.7,44.3,58.9,20.6,1.93,12.94
2018-03-15,0.00,35.3,52.2,69.1,26.2,3.36,18.98
2018-03-16,0.00,43.5,61.6,79.6,28.7,3.51,29.35
2018-03-17,0.00,34.3,53.7,73.2,15.9,1.70,25.73
2018-03-18,0.00,30.7,46.8,62.9,29.8,1.35,14.31
2018-03-19,0.00,41.4,56.5,71.6,30.2,1.23,21.92
2018-03-20,0.00,24.9,37.8,50.7,27.7,0.53,7.01
2018-03-21,0.00,25.5,43.2,60.9,20.5,0.54,14.57
2018-03-22,0.00,30.4,49.2,68.1,27.3,1.84,18.05
2018-03-23,0.00,38.2,60.3,82.3,34.2,1.66,32.43
2018-03-24,0.00,46.4,68.3,90.2,31.1,3.58,43.97
2018-03-25,0.00,45.5,60.0,74.6,36.8,2.91,23.06
2018-03-26,0.00,46.8,65.2,83.5,33.9,2.22,33.74
2018-03-27,0.01,40.8,55.1,69.3,36.1,0.18,18.71
2018-03-28,0.32,38.2,39.8,41.3,38.6,0.10,0.89
2018-03-29,0.01,39.0,52.9,66.7,34.7,0.56,17.21
2018-03-30,0.00,35.2,48.2,61.1,32.3,0.29,13.67
2018-03-31,0.00,38.7,52.3,66.0,37.7,0.25,14.19
2018-04-01,0.00,32.3,53.3,74.3,33.1,1.62,22.38
2018-04-02,0.00,30.7,35.3,39.9,23.4,1.69,3.63
2018-04-03,0.00,35.5,60.1,84.7,23.3,1.98,37.26
2018-04-04,0.00,22.4,38.4,54.4,11.1,1.92,11.71
2018-04-05,0.00,26.3,45.3,64.2,13.4,2.66,17.93
2018-04-06,0.00,38.2,58.1,78.0,26.7,1.29,28.98
2018-04-07,0.00,19.6,38.5,57.3,27.6,0.64,5.67
2018-04-08,0.00,19.3,33.8,48.3,19.5,0.71,7.10
2018-04-09,0.00,28.1,51.7,75.3,29.9,0.82,21.51
2018-04-10,0.00,32.9,48.9,64.8,33.2,0.91,14.63
2018-04-11,0.00,38.8,56.0,73.1,33.9,1.20,21.29
2018-04-12,0.00,50.6,71.5,92.4,30.6,4.58,47.83
2018-04-13,0.00,50.1,71.7,93.3,20.8,4.59,50.14
2018-04-14,0.01,31.5,49.6,67.6,23.2,2.20,19.96
2018-04-15,0.00,25.2,40.6,56.0,15.6,2.02,11.46
2018-04-16,0.00,26.6,47.8,69.0,20.0,2.25,19.73
2018-04-17,0.00,34.7,61.6,88.5,18.1,3.09,42.97
2018-04-18,0.00,41.3,66.0,90.8,15.0,5.24,46.29
2018-04-19,0.00,34.3,50.2,66.0,14.7,2.88,18.93
2018-04-20,0.00,32.6,50.8,68.9,25.2,2.59,19.81
2018-04-21,0.54,43.3,52.2,61.0,39.2,0.17,10.66
2018-04-22,0.02,39.6,46.2,52.8,42.8,0.12,3.86
2018-04-23,0.00,34.7,46.8,58.9,37.8,0.28,9.00
2018-04-24,0.00,36.1,55.1,74.0,41.5,0.35,19.64
2018-04-25,0.17,35.3,53.5,71.7,40.4,0.22,15.21
2018-04-26,0.02,34.3,48.1,61.9,33.2,0.38,12.46
2018-04-27,0.00,35.4,52.8,70.2,36.1,0.79,17.12
2018-04-28,0.00,37.4,55.6,73.8,30.3,1.15,23.18
2018-04-29,0.00,43.9,63.2,82.4,36.9,3.33,30.78
2018-04-30,0.00,50.5,66.5,82.5,44.5,2.86,29.10
2018-05-01,0.00,57.9,71.9,85.8,51.3,2.03,34.60
2018-05-02,0.00,52.3,69.4,86.5,38.1,2.48,38.33
2018-05-03,0.00,49.4,66.4,83.4,39.9,4.59,33.75
2018-05-04,0.00,44.6,61.5,78.4,29.4,1.67,29.63
2018-05-05,0.00,41.6,57.9,74.2,36.0,1.59,21.61
2018-05-06,0.00,45.0,65.2,85.3,34.4,3.18,35.57
2018-05-07,0.00,49.7,70.4,91.1,32.2,4.22,43.78
2018-05-08,0.00,59.2,76.7,94.2,31.7,10.04,49.09
2018-05-09,0.00,56.1,75.1,94.2,40.5,6.08,47.42
2018-05-10,0.00,56.9,74.8,92.7,45.0,4.95,42.73
2018-05-11,0.00,59.0,77.7,96.4,48.5,4.87,48.09
2018-05-12,0.00,66.9,83.7,100.6,43.4,8.75,60.54
2018-05-13,0.00,62.5,80.5,98.5,49.3,4.27,55.04
2018-05-14,0.00,58.8,76.9,94.9,51.3,1.04,46.75
2018-05-15,0.00,59.1,75.9,92.6,49.4,1.77,44.18
2018-05-16,0.00,55.4,68.1,80.9,55.7,0.46,19.97
2018-05-17,0.00,57.5,71.9,86.3,56.0,0.75,28.37
2018-05-18,0.04,58.9,74.3,89.8,57.7,1.69,30.66
2018-05-19,0.00,49.1,71.3,93.6,51.1,1.62,41.03
2018-05-20,0.08,49.1,64.9,80.6,52.5,1.18,20.78
2018-05-21,0.00,47.0,60.5,74.1,48.0,0.27,17.40
2018-05-22,0.00,51.4,66.0,80.7,55.9,0.38,21.03
2018-05-23,0.00,58.9,73.3,87.7,55.4,1.32,32.05
2018-05-24,0.68,57.7,73.4,89.0,56.1,0.57,32.04
2018-05-25,0.00,59.7,75.5,91.3,56.8,1.08,38.34
2018-05-26,0.00,57.8,76.5,95.3,52.4,2.13,45.36
2018-05-27,0.00,58.5,77.4,96.3,57.7,1.93,46.29
2018-05-28,0.02,66.1,81.0,95.8,60.7,1.46,41.69
2018-05-29,0.00,65.6,80.5,95.3,59.7,1.51,41.37
2018-05-30,0.00,59.9,77.6,95.4,52.7,0.49,48.36
2018-05-31,0.00,59.2,76.6,94.1,58.3,0.42,39.87
2018-06-01,0.00,60.2,79.3,98.4,57.5,1.00,51.94
2018-06-02,0.00,67.6,86.9,106.2,51.0,5.16,69.55
2018-06-03,0.00,50.7,68.5,86.4,44.2,3.30,32.73
2018-06-04,0.00,51.8,67.7,83.5,44.4,3.31,30.77
2018-06-05,0.00,58.6,74.5,90.3,55.5,1.37,34.94
2018-06-06,0.00,59.0,80.7,102.3,52.3,1.14,60.60
2018-06-07,0.00,65.4,81.4,97.4,56.7,3.53,45.15
2018-06-08,0.00,63.7,81.1,98.5,55.3,4.03,51.47
2018-06-09,0.00,66.9,81.7,96.6,54.3,6.99,46.98
2018-06-10,0.00,66.8,81.6,96.4,55.0,6.95,46.09
2018-06-11,0.07,66.2,81.8,97.4,57.6,3.60,47.14
2018-06-12,0.00,62.1,78.4,94.7,55.9,1.99,40.62
2018-06-13,0.86,63.6,82.1,100.7,60.4,2.15,50.86
2018-06-14,0.00,63.5,77.0,90.4,60.2,1.91,31.75
2018-06-15,0.00,67.3,80.6,93.8,57.0,5.50,38.39
2018-06-16,0.00,66.0,80.1,94.3,56.9,4.56,39.72
2018-06-17,1.03,67.2,78.7,90.3,64.4,0.67,28.50
2018-06-18,0.00,64.2,74.2,84.1,65.2,0.46,21.02
2018-06-19,0.00,65.1,78.1,91.1,64.1,0.51,32.54
2018-06-20,0.56,59.7,74.8,89.9,64.6,0.48,26.10
2018-06-21,0.12,60.4,70.5,80.6,62.5,0.65,15.09
2018-06-22,0.00,63.9,78.1,92.4,63.4,1.48,33.27
2018-06-23,0.01,61.9,78.0,94.1,60.1,1.42,36.67
2018-06-24,0.00,62.1,74.3,86.5,64.7,0.91,21.58
2018-06-25,0.60,58.7,71.3,83.9,62.8,0.64,16.97
2018-06-26,0.00,59.8,71.5,83.2,60.8,0.86,19.72
2018-06-27,0.00,65.5,81.0,96.5,60.5,1.21,41.11
2018-06-28,0.00,66.7,83.1,99.6,55.7,6.10,51.12
2018-06-29,0.00,67.8,82.6,97.4,53.5,7.50,48.02
2018-06-30,0.17,65.9,81.5,97.2,60.4,2.35,41.58
2018-07-01,0.00,62.6,77.5,92.3,64.0,2.55,31.19
2018-07-02,0.00,63.0,75.5,88.1,64.0,1.18,22.49
2018-07-03,0.02,62.9,78.2,93.5,60.2,0.99,37.29
2018-07-04,0.00,62.4,79.1,95.9,56.8,1.65,41.37
2018-07-05,0.00,66.3,81.5,96.7,58.9,1.27,44.23
2018-07-06,0.00,66.6,77.7,88.9,62.8,1.47,28.15
2018-07-07,0.01,66.1,77.9,89.7,63.1,2.12,29.52
2018-07-08,0.00,65.9,77.2,88.5,61.5,1.77,28.39
2018-07-09,0.00,62.7,76.1,89.6,59.4,1.74,34.45
2018-07-10,0.00,62.3,76.9,91.5,58.6,1.81,35.25
2018-07-11,0.00,63.6,78.0,92.4,60.4,1.69,35.82
2018-07-12,0.00,64.5,79.5,94.5,58.5,2.05,40.87
2018-07-13,0.00,67.9,79.4,91.0,61.1,4.18,33.03
2018-07-14,1.51,67.3,80.8,94.3,63.6,1.63,37.10
2018-07-15,0.02,66.5,78.7,90.9,63.6,1.49,29.77
2018-07-16,0.00,66.6,80.6,94.6,63.2,1.98,36.17
2018-07-17,0.00,68.3,81.0,93.6,64.0,2.23,34.13
2018-07-18,0.00,67.2,81.8,96.5,60.7,1.71,41.51
2018-07-19,0.00,66.3,83.7,101.0,58.7,1.68,52.18
2018-07-20,0.00,67.6,85.7,103.9,54.7,6.22,59.29
2018-07-21,0.00,66.7,85.4,104.1,51.1,6.88,59.67
2018-07-22,0.00,63.3,83.3,103.3,50.6,5.78,59.75
2018-07-23,0.00,64.8,84.5,104.3,49.8,4.85,64.70
2018-07-24,0.00,68.1,79.5,90.9,58.1,4.32,33.12
2018-07-25,0.00,65.7,77.2,88.6,60.7,2.41,26.80
2018-07-26,0.05,65.4,81.3,97.2,57.3,1.06,43.26
2018-07-27,0.04,62.9,76.5,90.0,64.3,0.78,29.65
2018-07-28,0.06,63.1,74.3,85.6,62.2,0.88,22.98
2018-07-29,0.02,64.4,80.2,96.0,58.4,1.38,42.51
2018-07-30,0.18,61.3,79.7,98.0,59.4,0.50,46.56
2018-07-31,0.04,55.8,68.9,82.1,57.4,0.60,23.00
2018-08-01,0.00,56.0,70.5,84.9,53.6,0.75,27.46
2018-08-02,0.24,57.4,75.7,94.0,57.6,0.96,39.21
2018-08-03,0.00,63.0,77.0,91.0,57.4,1.00,33.05
2018-08-04,0.20,63.9,80.5,97.1,57.6,1.53,44.82
2018-08-05,0.00,60.4,78.5,96.7,56.3,1.39,42.91
2018-08-06,0.00,61.8,78.9,96.0,53.0,5.60,43.46
2018-08-07,0.00,67.0,80.6,94.1,55.5,6.09,40.71
2018-08-08,0.02,68.0,82.0,95.9,55.9,6.06,43.74
2018-08-09,0.09,63.9,75.9,87.9,61.0,1.21,28.01
2018-08-10,0.00,61.2,77.0,92.8,60.0,1.05,37.68
2018-08-11,0.04,62.0,76.3,90.5,60.0,1.38,34.27
2018-08-12,0.01,58.7,71.8,84.9,59.2,0.85,23.66
2018-08-13,0.00,59.7,73.1,86.5,58.6,1.27,27.82
2018-08-14,0.08,64.3,75.5,86.7,61.9,0.89,26.84
2018-08-15,0.14,65.2,80.1,95.1,64.3,0.85,39.28
2018-08-16,0.01,64.8,77.8,90.8,64.2,0.89,28.06
2018-08-17,0.01,62.6,79.5,96.5,62.8,0.83,39.93
2018-08-18,0.00,62.7,78.9,95.1,62.6,0.94,39.70
2018-08-19,0.19,63.7,76.1,88.6,63.4,0.90,26.69
